university,university full,state,SD,region,uni_size,uni_type,department,position,gender,number
MontSU,Montana State University,Montana,n,RM,14200,R1,chemistry,instructor,male,6
MontSU,Montana State University,Montana,n,RM,14200,R1,physics,tt,female,5
MontSU,Montana State University,Montana,n,RM,14200,R1,physics,tt,male,14
MontSU,Montana State University,Montana,n,RM,14200,R1,physics,instructor,female,1
MontSU,Montana State University,Montana,n,RM,14200,R1,physics,instructor,male,2
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,biology,tt,female,17
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,biology,tt,male,18
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,biology,instructor,female,8
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,biology,instructor,male,5
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,chemistry,tt,female,7
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,chemistry,tt,male,16
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,chemistry,instructor,female,3
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,chemistry,instructor,male,8
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,physics,tt,female,8
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,physics,tt,male,40
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,physics,instructor,female,2
UMass,University of Massachusetts Amherst,Massachusetts,n,NE,30500,R1,physics,instructor,male,9
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,biology,tt,female,6
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,biology,tt,male,9
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,biology,instructor,female,4
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,biology,instructor,male,3
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,chemistry,tt,female,2
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,chemistry,tt,male,11
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,chemistry,instructor,female,6
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,chemistry,instructor,male,4
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,physics,tt,female,3
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,physics,tt,male,9
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,physics,instructor,female,0
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,physics,instructor,male,5
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,engineering,tt,female,14
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,engineering,tt,male,68
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,engineering,instructor,female,2
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,engineering,instructor,male,1
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,math,tt,female,4
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,math,tt,male,10
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,math,instructor,female,7
URI,University of Rhode Island,Rhode Island,n,NE,18000,R1,math,instructor,male,3
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,biology,tt,female,4
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,biology,tt,male,3
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,biology,instructor,female,7
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,biology,instructor,male,3
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,chemistry,tt,female,5
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,chemistry,tt,male,8
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,chemistry,instructor,female,9
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,chemistry,instructor,male,8
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,physics,tt,female,1
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,physics,tt,male,8
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,physics,instructor,female,0
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,physics,instructor,male,4
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,engineering,tt,female,3
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,engineering,tt,male,20
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,engineering,instructor,female,3
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,engineering,instructor,male,5
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,math,tt,female,1
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,math,tt,male,12
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,math,instructor,female,5
UCCS,University of Colorado Springs,Colorado,n,RM,13000,R1,math,instructor,male,4
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,biology,tt,female,7
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,biology,tt,male,4
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,biology,instructor,female,1
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,biology,instructor,male,0
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,chemistry,tt,female,2
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,chemistry,tt,male,3
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,chemistry,instructor,female,0
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,chemistry,instructor,male,0
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,physics,tt,female,1
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,physics,tt,male,4
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,physics,instructor,female,0
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,physics,instructor,male,0
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,math,tt,female,3
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,math,tt,male,5
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,math,instructor,female,2
LCC,Lewis and Clark College,Oregon,n,NW,2000,R2,math,instructor,male,2
GZ,Gonzaga,Washington,n,NW,7300,R2,biology,tt,female,9
GZ,Gonzaga,Washington,n,NW,7300,R2,biology,tt,male,9
GZ,Gonzaga,Washington,n,NW,7300,R2,biology,instructor,female,1
GZ,Gonzaga,Washington,n,NW,7300,R2,biology,instructor,male,3
GZ,Gonzaga,Washington,n,NW,7300,R2,chemistry,tt,female,3
GZ,Gonzaga,Washington,n,NW,7300,R2,chemistry,tt,male,9
GZ,Gonzaga,Washington,n,NW,7300,R2,chemistry,instructor,female,3
GZ,Gonzaga,Washington,n,NW,7300,R2,chemistry,instructor,male,2
GZ,Gonzaga,Washington,n,NW,7300,R2,physics,tt,female,1
GZ,Gonzaga,Washington,n,NW,7300,R2,physics,tt,male,7
GZ,Gonzaga,Washington,n,NW,7300,R2,physics,instructor,female,1
GZ,Gonzaga,Washington,n,NW,7300,R2,physics,instructor,male,1
GZ,Gonzaga,Washington,n,NW,7300,R2,math,tt,female,7
GZ,Gonzaga,Washington,n,NW,7300,R2,math,tt,male,9
GZ,Gonzaga,Washington,n,NW,7300,R2,math,instructor,female,3
GZ,Gonzaga,Washington,n,NW,7300,R2,math,instructor,male,1
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,biology,instructor,female,6
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,biology,instructor,male,3
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,biology,tt,female,10
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,biology,tt,male,22
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,chemistry,instructor,female,3
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,chemistry,instructor,male,2
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,chemistry,tt,female,4
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,chemistry,tt,male,17
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,physics,instructor,female,2
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,physics,instructor,male,1
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,physics,tt,female,11
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,physics,tt,male,43
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,math,instructor,female,4
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,math,instructor,male,3
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,math,tt,female,7
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,math,tt,male,18
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,engineering,instructor,female,3
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,engineering,instructor,male,9
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,engineering,tt,female,18
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,engineering,tt,male,73
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,comp_sci,instructor,female,2
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,comp_sci,instructor,male,1
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,comp_sci,tt,female,6
UNM,University of New Mexico,New Mexico,n,RM,27000,R1,comp_sci,tt,male,11
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,tt,female,9
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,tt,male,66
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,instructor,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,biology,instructor,male,9
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,tt,female,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,tt,male,29
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,instructor,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,chemistry,instructor,male,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,tt,female,3
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,tt,male,28
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,instructor,female,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,physics,instructor,male,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,tt,male,27
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,instructor,female,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,math,instructor,male,8
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,tt,male,45
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,instructor,female,0
BYU,Brigham Young,Utah,n,RM,34000,PUI,engineering,instructor,male,1
BYU,Brigham Young,Utah,n,RM,34000,PUI,comp_sci,tt,female,2
BYU,Brigham Young,Utah,n,RM,34000,PUI,comp_sci,tt,male,34
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,female,20
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,male,33
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,tt,unknown,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,instructor,female,10
NAZ,Northern AZ,AZ,n,SW,26000,R2,biology,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,tt,female,7
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,tt,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,instructor,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,chemistry,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,tt,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,tt,male,9
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,instructor,female,0
NAZ,Northern AZ,AZ,n,SW,26000,R2,physics,instructor,male,3
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,female,4
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,male,12
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,tt,unknown,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,female,10
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,male,9
NAZ,Northern AZ,AZ,n,SW,26000,R2,math,instructor,unknown,3
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,tt,female,2
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,tt,male,7
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,instructor,female,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,engineering,instructor,male,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,comp_sci,tt,female,5
NAZ,Northern AZ,AZ,n,SW,26000,R2,comp_sci,tt,male,23
NAZ,Northern AZ,AZ,n,SW,26000,R2,comp_sci,instructor,female,1
NAZ,Northern AZ,AZ,n,SW,26000,R2,comp_sci,instructor,male,4
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,biology ,tt,male,2
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,biology ,tt,female,2
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,biology ,instructor,male,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,biology ,instructor,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,chemistry,tt,male,4
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,chemistry,tt,female,1
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,chemistry,instructor ,male,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,chemistry,instructor,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,math,tt,male,4
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,math,tt,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,math,instructor,male,1
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,math,instructor,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,engineering,tt,male,1
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,engineering,tt,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,engineering,instructor,male,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,engineering,instructor,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,physics,tt,male,1
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,physics,tt,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,physics,instructor,male,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,physics,instructor,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,comp_sci,tt,male,4
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,comp_sci,tt,female,0
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,comp_sci,instructor,male,1
NMHU,New Mexico Highlands University ,NM ,n,SW,1800,PUI,comp_sci,instructor,female,0
UW,University of Washington ,WA,n,NW,46000,R1,biology,tt,male,29
UW,University of Washington ,WA,n,NW,46000,R1,biology,tt,female,20
UW,University of Washington ,WA,n,NW,46000,R1,biology,instructor,male,4
UW,University of Washington ,WA,n,NW,46000,R1,biology,instructor,female,8
UW,University of Washington ,WA,n,NW,46000,R1,chemistry,tt,male,34
UW,University of Washington ,WA,n,NW,46000,R1,chemistry,tt,female,7
UW,University of Washington ,WA,n,NW,46000,R1,chemistry,instructor,male,2
UW,University of Washington ,WA,n,NW,46000,R1,chemistry,instructor,female,4
UW,University of Washington ,WA,n,NW,46000,R1,math,tt,male,26
UW,University of Washington ,WA,n,NW,46000,R1,math,tt,female,5
UW,University of Washington ,WA,n,NW,46000,R1,math,instructor,male,5
UW,University of Washington ,WA,n,NW,46000,R1,math,instructor,female,6
UW,University of Washington ,WA,n,NW,46000,R1,comp_sci,tt,male,25
UW,University of Washington ,WA,n,NW,46000,R1,comp_sci,tt,female,7
UW,University of Washington ,WA,n,NW,46000,R1,comp_sci,instructor,male,5
UW,University of Washington ,WA,n,NW,46000,R1,comp_sci,instructor,female,6
UW,University of Washington ,WA,n,NW,46000,R1,physics,tt,male,44
UW,University of Washington ,WA,n,NW,46000,R1,physics,tt,female,11
UW,University of Washington ,WA,n,NW,46000,R1,physics,instructor,male,8
UW,University of Washington ,WA,n,NW,46000,R1,physics,instructor,female,3
UW,University of Washington ,WA,n,NW,46000,R1,engineering,tt,male,32
UW,University of Washington ,WA,n,NW,46000,R1,engineering,tt,female,5
UW,University of Washington ,WA,n,NW,46000,R1,engineering,instructor,male,1
UW,University of Washington ,WA,n,NW,46000,R1,engineering,instructor,female,2
BSU,Boise State University ,ID,n,RM,22000,R2,biology,tt,male,16
BSU,Boise State University ,ID,n,RM,22000,R2,biology,tt,female,13
BSU,Boise State University ,ID,n,RM,22000,R2,biology,instructor,male,2
BSU,Boise State University ,ID,n,RM,22000,R2,biology,instructor,female,1
BSU,Boise State University ,ID,n,RM,22000,R2,chemistry,tt,male,11
BSU,Boise State University ,ID,n,RM,22000,R2,chemistry,tt,female,2
BSU,Boise State University ,ID,n,RM,22000,R2,chemistry,instructor,male,6
BSU,Boise State University ,ID,n,RM,22000,R2,chemistry,instructor,female,5
BSU,Boise State University ,ID,n,RM,22000,R2,comp_sci,tt,male,16
BSU,Boise State University ,ID,n,RM,22000,R2,comp_sci,tt,female,5
BSU,Boise State University ,ID,n,RM,22000,R2,comp_sci,instructor,male,4
BSU,Boise State University ,ID,n,RM,22000,R2,comp_sci,instructor,female,1
BSU,Boise State University ,ID,n,RM,22000,R2,physics,tt,male,9
BSU,Boise State University ,ID,n,RM,22000,R2,physics,tt,female,1
BSU,Boise State University ,ID,n,RM,22000,R2,physics,instructor,male,3
BSU,Boise State University ,ID,n,RM,22000,R2,physics,instructor,female,2
BSU,Boise State University ,ID,n,RM,22000,R2,math,tt,male,15
BSU,Boise State University ,ID,n,RM,22000,R2,math,tt,female,11
BSU,Boise State University ,ID,n,RM,22000,R2,math,instructor,male,7
BSU,Boise State University ,ID,n,RM,22000,R2,math,instructor,female,9
BSU,Boise State University ,ID,n,RM,22000,R2,engineering,tt,male,13
BSU,Boise State University ,ID,n,RM,22000,R2,engineering,tt,female,5
BSU,Boise State University ,ID,n,RM,22000,R2,engineering,instructor,male,0
BSU,Boise State University ,ID,n,RM,22000,R2,engineering,instructor,female,0
UM,University of Montana,Montana,n,RM,10100,R2,biology,instructor,female,1
UM,University of Montana,Montana,n,RM,10100,R2,biology,instructor,male,0
UM,University of Montana,Montana,n,RM,10100,R2,biology,tt,female,20
UM,University of Montana,Montana,n,RM,10100,R2,biology,tt,male,54
UM,University of Montana,Montana,n,RM,10100,R2,chemistry,instructor,female,0
UM,University of Montana,Montana,n,RM,10100,R2,chemistry,instructor,male,0
UM,University of Montana,Montana,n,RM,10100,R2,chemistry,tt,female,2
UM,University of Montana,Montana,n,RM,10100,R2,chemistry,tt,male,10
UM,University of Montana,Montana,n,RM,10100,R2,comp_sci,instructor,female,2
UM,University of Montana,Montana,n,RM,10100,R2,comp_sci,instructor,male,0
UM,University of Montana,Montana,n,RM,10100,R2,comp_sci,tt,female,1
UM,University of Montana,Montana,n,RM,10100,R2,comp_sci,tt,male,4
UM,University of Montana,Montana,n,RM,10100,R2,physics,instructor,female,1
UM,University of Montana,Montana,n,RM,10100,R2,physics,instructor,male,0
UM,University of Montana,Montana,n,RM,10100,R2,physics,tt,female,0
UM,University of Montana,Montana,n,RM,10100,R2,physics,tt,male,6
UM,University of Montana,Montana,n,RM,10100,R2,math,instructor,female,1
UM,University of Montana,Montana,n,RM,10100,R2,math,instructor,male,0
UM,University of Montana,Montana,n,RM,10100,R2,math,tt,female,5
UM,University of Montana,Montana,n,RM,10100,R2,math,tt,male,16
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,biology,instructor,female,3
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,biology,instructor,male,3
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,biology,tt,female,6
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,biology,tt,male,10
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,chemistry,instructor,female,2
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,chemistry,instructor,male,3
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,chemistry,tt,female,1
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,chemistry,tt,male,8
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,comp_sci,instructor,female,0
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,comp_sci,instructor,male,5
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,comp_sci,tt,female,1
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,comp_sci,tt,male,6
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,physics,instructor,female,0
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,physics,instructor,male,1
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,physics,tt,female,0
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,physics,tt,male,9
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,math,instructor,female,5
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,math,instructor,male,10
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,math,tt,female,0
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,math,tt,male,5
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,engineering,instructor,female,2
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,engineering,instructor,male,13
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,engineering,tt,female,7
LTU,Louisiana Tech University,Louisiana,n,SW,12400,R2,engineering,tt,male,33
TAMU,Texas A&M University,Texas,n,SW,68726,R1,biology,instructor,female,15
TAMU,Texas A&M University,Texas,n,SW,68726,R1,biology,instructor,male,11
TAMU,Texas A&M University,Texas,n,SW,68726,R1,biology,tt,female,9
TAMU,Texas A&M University,Texas,n,SW,68726,R1,biology,tt,male,25
TAMU,Texas A&M University,Texas,n,SW,68726,R1,chemistry,instructor,female,13
TAMU,Texas A&M University,Texas,n,SW,68726,R1,chemistry,instructor,male,11
TAMU,Texas A&M University,Texas,n,SW,68726,R1,chemistry,tt,female,8
TAMU,Texas A&M University,Texas,n,SW,68726,R1,chemistry,tt,male,34
TAMU,Texas A&M University,Texas,n,SW,68726,R1,comp_sci,instructor,female,6
TAMU,Texas A&M University,Texas,n,SW,68726,R1,comp_sci,instructor,male,16
TAMU,Texas A&M University,Texas,n,SW,68726,R1,comp_sci,tt,female,8
TAMU,Texas A&M University,Texas,n,SW,68726,R1,comp_sci,tt,male,37
TAMU,Texas A&M University,Texas,n,SW,68726,R1,physics,instructor,female,2
TAMU,Texas A&M University,Texas,n,SW,68726,R1,physics,instructor,male,4
TAMU,Texas A&M University,Texas,n,SW,68726,R1,physics,tt,female,5
TAMU,Texas A&M University,Texas,n,SW,68726,R1,physics,tt,male,51
TAMU,Texas A&M University,Texas,n,SW,68726,R1,math,instructor,female,20
TAMU,Texas A&M University,Texas,n,SW,68726,R1,math,instructor,male,31
TAMU,Texas A&M University,Texas,n,SW,68726,R1,math,tt,female,8
TAMU,Texas A&M University,Texas,n,SW,68726,R1,math,tt,male,65
TAMU,Texas A&M University,Texas,n,SW,68726,R1,engineering,instructor,female,47
TAMU,Texas A&M University,Texas,n,SW,68726,R1,engineering,instructor,male,171
TAMU,Texas A&M University,Texas,n,SW,68726,R1,engineering,tt,female,63
TAMU,Texas A&M University,Texas,n,SW,68726,R1,engineering,tt,male,340
TAMU,Texas A&M University,Texas,n,SW,68726,R1,geology,tt,female,18
TAMU,Texas A&M University,Texas,n,SW,68726,R1,geology,tt,male,16
TAMU,Texas A&M University,Texas,n,SW,68726,R1,geology,instructor,female,20
TAMU,Texas A&M University,Texas,n,SW,68726,R1,geology,instructor,male,62
CSU,Colorado State University,Colorado,n,RM,19944,R1,biology,instructor,female,4
CSU,Colorado State University,Colorado,n,RM,19944,R1,biology,instructor,male,1
CSU,Colorado State University,Colorado,n,RM,19944,R1,biology,tt,female,13
CSU,Colorado State University,Colorado,n,RM,19944,R1,biology,tt,male,20
CSU,Colorado State University,Colorado,n,RM,19944,R1,chemistry,instructor,female,2
CSU,Colorado State University,Colorado,n,RM,19944,R1,chemistry,instructor,male,1
CSU,Colorado State University,Colorado,n,RM,19944,R1,chemistry,tt,female,12
CSU,Colorado State University,Colorado,n,RM,19944,R1,chemistry,tt,male,27
CSU,Colorado State University,Colorado,n,RM,19944,R1,comp_sci,instructor,female,0
CSU,Colorado State University,Colorado,n,RM,19944,R1,comp_sci,instructor,male,7
CSU,Colorado State University,Colorado,n,RM,19944,R1,comp_sci,tt,female,2
CSU,Colorado State University,Colorado,n,RM,19944,R1,comp_sci,tt,male,25
CSU,Colorado State University,Colorado,n,RM,19944,R1,physics,instructor,female,0
CSU,Colorado State University,Colorado,n,RM,19944,R1,physics,instructor,male,2
CSU,Colorado State University,Colorado,n,RM,19944,R1,physics,tt,female,3
CSU,Colorado State University,Colorado,n,RM,19944,R1,physics,tt,male,16
CSU,Colorado State University,Colorado,n,RM,19944,R1,math,instructor,female,4
CSU,Colorado State University,Colorado,n,RM,19944,R1,math,instructor,male,3
CSU,Colorado State University,Colorado,n,RM,19944,R1,math,tt,female,14
CSU,Colorado State University,Colorado,n,RM,19944,R1,math,tt,male,28
CSU,Colorado State University,Colorado,n,RM,19944,R1,engineering,instructor,female,2
CSU,Colorado State University,Colorado,n,RM,19944,R1,engineering,instructor,male,3
CSU,Colorado State University,Colorado,n,RM,19944,R1,engineering,tt,female,34
CSU,Colorado State University,Colorado,n,RM,19944,R1,engineering,tt,male,88
CSU,Colorado State University,Colorado,n,RM,19944,R1,geology,tt,female,0
CSU,Colorado State University,Colorado,n,RM,19944,R1,geology,tt,male,1
CSU,Colorado State University,Colorado,n,RM,19944,R1,geology,instructor,female,5
CSU,Colorado State University,Colorado,n,RM,19944,R1,geology,instructor,male,11
UP,University of Portland,Oregon,n,NW,4250,PUI,biology,instructor,female,5
UP,University of Portland,Oregon,n,NW,4250,PUI,biology,instructor,male,2
UP,University of Portland,Oregon,n,NW,4250,PUI,biology,tt,female,9
UP,University of Portland,Oregon,n,NW,4250,PUI,biology,tt,male,6
UP,University of Portland,Oregon,n,NW,4250,PUI,chemistry,instructor,female,3
UP,University of Portland,Oregon,n,NW,4250,PUI,chemistry,instructor,male,1
UP,University of Portland,Oregon,n,NW,4250,PUI,chemistry,tt,female,3
UP,University of Portland,Oregon,n,NW,4250,PUI,chemistry,tt,male,7
UP,University of Portland,Oregon,n,NW,4250,PUI,physics,instructor,female,1
UP,University of Portland,Oregon,n,NW,4250,PUI,physics,instructor,male,1
UP,University of Portland,Oregon,n,NW,4250,PUI,physics,tt,female,2
UP,University of Portland,Oregon,n,NW,4250,PUI,physics,tt,male,3
UP,University of Portland,Oregon,n,NW,4250,PUI,math,instructor,female,3
UP,University of Portland,Oregon,n,NW,4250,PUI,math,instructor,male,2
UP,University of Portland,Oregon,n,NW,4250,PUI,math,tt,female,2
UP,University of Portland,Oregon,n,NW,4250,PUI,math,tt,male,8
UP,University of Portland,Oregon,n,NW,4250,PUI,engineering,instructor,female,1
UP,University of Portland,Oregon,n,NW,4250,PUI,engineering,instructor,male,4
UP,University of Portland,Oregon,n,NW,4250,PUI,engineering,tt,female,7
UP,University of Portland,Oregon,n,NW,4250,PUI,engineering,tt,male,17
